scene_id,checkpoint_path,checkpoint_read_ok,checkpoint_read_error,year,acquisition_date,orbit_state,relative_orbit,platform,rows_n,zero_support_checkpoint,scene_id_values_n,scene_id_matches_filename,support_ids_n,duplicate_support_rows_n,vv_raster_inside_n,vv_calibration_fail_n,vv_noise_fail_n,vv_nonpositive_n,vv_valid_corrected_sigma0_n,vh_raster_inside_n,vh_calibration_fail_n,vh_noise_fail_n,vh_nonpositive_n,vh_valid_corrected_sigma0_n
S1A_IW_GRDH_1SDV_20150403T052645_20150403T052710_005315_006BAF_A1B7_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150403T052645_20150403T052710_005315_006BAF_A1B7_COG.csv.gz,True,,2015,2015-04-03,descending,168,sentinel-1a,2310,False,1,True,2310,0,2310,0,0,130,2180,2310,0,0,133,2177
S1A_IW_GRDH_1SDV_20150403T052710_20150403T052735_005315_006BAF_18BD_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150403T052710_20150403T052735_005315_006BAF_18BD_COG.csv.gz,True,,2015,2015-04-03,descending,168,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150404T171422_20150404T171447_005337_006C3A_D8EE_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150404T171422_20150404T171447_005337_006C3A_D8EE_COG.csv.gz,True,,2015,2015-04-04,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150415T052640_20150415T052705_005490_007029_3A38_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150415T052640_20150415T052705_005490_007029_3A38_COG.csv.gz,True,,2015,2015-04-15,descending,168,sentinel-1a,616,False,1,True,616,0,616,0,0,49,567,616,0,0,50,566
S1A_IW_GRDH_1SDV_20150415T052705_20150415T052730_005490_007029_EBC9_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150415T052705_20150415T052730_005490_007029_EBC9_COG.csv.gz,True,,2015,2015-04-15,descending,168,sentinel-1a,1692,False,1,True,1692,0,1692,0,0,78,1614,1692,0,0,82,1610
S1A_IW_GRDH_1SDV_20150416T171423_20150416T171448_005512_00709D_38D0_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150416T171423_20150416T171448_005512_00709D_38D0_COG.csv.gz,True,,2015,2015-04-16,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150421T172237_20150421T172302_005585_007258_FE7B_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150421T172237_20150421T172302_005585_007258_FE7B_COG.csv.gz,True,,2015,2015-04-21,ascending,88,sentinel-1a,3827,False,1,True,3827,0,3827,0,0,89,3738,3827,0,0,90,3737
S1A_IW_GRDH_1SDV_20150427T052641_20150427T052706_005665_007448_066B_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150427T052641_20150427T052706_005665_007448_066B_COG.csv.gz,True,,2015,2015-04-27,descending,168,sentinel-1a,616,False,1,True,616,0,616,0,0,51,565,616,0,0,52,564
S1A_IW_GRDH_1SDV_20150427T052706_20150427T052731_005665_007448_072D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150427T052706_20150427T052731_005665_007448_072D_COG.csv.gz,True,,2015,2015-04-27,descending,168,sentinel-1a,1690,False,1,True,1690,0,1690,0,0,79,1611,1690,0,0,83,1607
S1A_IW_GRDH_1SDV_20150428T171438_20150428T171510_005687_0074BD_CDC0_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150428T171438_20150428T171510_005687_0074BD_CDC0_COG.csv.gz,True,,2015,2015-04-28,ascending,15,sentinel-1a,3101,False,1,True,3101,0,3101,0,0,0,3101,3101,0,0,0,3101
S1A_IW_GRDH_1SDV_20150502T053449_20150502T053518_005738_0075E4_6258_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150502T053449_20150502T053518_005738_0075E4_6258_COG.csv.gz,True,,2015,2015-05-02,descending,66,sentinel-1a,2817,False,1,True,2817,0,2817,0,0,0,2817,2817,0,0,0,2817
S1A_IW_GRDH_1SDV_20150502T053518_20150502T053543_005738_0075E4_5FF8_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150502T053518_20150502T053543_005738_0075E4_5FF8_COG.csv.gz,True,,2015,2015-05-02,descending,66,sentinel-1a,1514,False,1,True,1514,0,1514,0,0,0,1514,1514,0,0,0,1514
S1A_IW_GRDH_1SDV_20150509T052653_20150509T052718_005840_007841_A5F8_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150509T052653_20150509T052718_005840_007841_A5F8_COG.csv.gz,True,,2015,2015-05-09,descending,168,sentinel-1a,2343,False,1,True,2343,0,2343,0,0,143,2200,2343,0,0,147,2196
S1A_IW_GRDH_1SDV_20150514T053449_20150514T053518_005913_0079E8_64A1_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150514T053449_20150514T053518_005913_0079E8_64A1_COG.csv.gz,True,,2015,2015-05-14,descending,66,sentinel-1a,2812,False,1,True,2812,0,2812,0,0,0,2812,2812,0,0,0,2812
S1A_IW_GRDH_1SDV_20150514T053518_20150514T053543_005913_0079E8_0FAE_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150514T053518_20150514T053543_005913_0079E8_0FAE_COG.csv.gz,True,,2015,2015-05-14,descending,66,sentinel-1a,1519,False,1,True,1519,0,1519,0,0,0,1519,1519,0,0,0,1519
S1A_IW_GRDH_1SDV_20150515T172239_20150515T172304_005935_007A51_F1D6_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150515T172239_20150515T172304_005935_007A51_F1D6_COG.csv.gz,True,,2015,2015-05-15,ascending,88,sentinel-1a,3873,False,1,True,3873,0,3873,0,0,114,3759,3873,0,0,118,3755
S1A_IW_GRDH_1SDV_20150521T052640_20150521T052709_006015_007C1A_4BDE_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150521T052640_20150521T052709_006015_007C1A_4BDE_COG.csv.gz,True,,2015,2015-05-21,descending,168,sentinel-1a,1284,False,1,True,1284,0,1284,0,0,47,1237,1284,0,0,47,1237
S1A_IW_GRDH_1SDV_20150521T052709_20150521T052734_006015_007C1A_DA90_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150521T052709_20150521T052734_006015_007C1A_DA90_COG.csv.gz,True,,2015,2015-05-21,descending,168,sentinel-1a,906,False,1,True,906,0,906,0,0,27,879,906,0,0,27,879
S1A_IW_GRDH_1SDV_20150522T171425_20150522T171450_006037_007CBA_4DE2_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150522T171425_20150522T171450_006037_007CBA_4DE2_COG.csv.gz,True,,2015,2015-05-22,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150603T171426_20150603T171451_006212_0081AF_101C_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150603T171426_20150603T171451_006212_0081AF_101C_COG.csv.gz,True,,2015,2015-06-03,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150607T053451_20150607T053520_006263_008344_BC7D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150607T053451_20150607T053520_006263_008344_BC7D_COG.csv.gz,True,,2015,2015-06-07,descending,66,sentinel-1a,2815,False,1,True,2815,0,2815,0,0,0,2815,2815,0,0,0,2815
S1A_IW_GRDH_1SDV_20150607T053520_20150607T053545_006263_008344_2741_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150607T053520_20150607T053545_006263_008344_2741_COG.csv.gz,True,,2015,2015-06-07,descending,66,sentinel-1a,1516,False,1,True,1516,0,1516,0,0,0,1516,1516,0,0,0,1516
S1A_IW_GRDH_1SDV_20150614T052642_20150614T052710_006365_00862F_7CF0_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150614T052642_20150614T052710_006365_00862F_7CF0_COG.csv.gz,True,,2015,2015-06-14,descending,168,sentinel-1a,1272,False,1,True,1272,0,1272,0,0,31,1241,1272,0,0,31,1241
S1A_IW_GRDH_1SDV_20150615T171426_20150615T171451_006387_0086C9_677D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150615T171426_20150615T171451_006387_0086C9_677D_COG.csv.gz,True,,2015,2015-06-15,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150619T053452_20150619T053521_006438_008841_0C7C_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150619T053452_20150619T053521_006438_008841_0C7C_COG.csv.gz,True,,2015,2015-06-19,descending,66,sentinel-1a,2815,False,1,True,2815,0,2815,0,0,0,2815,2815,0,0,0,2815
S1A_IW_GRDH_1SDV_20150626T052642_20150626T052711_006540_008B28_6BB4_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150626T052642_20150626T052711_006540_008B28_6BB4_COG.csv.gz,True,,2015,2015-06-26,descending,168,sentinel-1a,1270,False,1,True,1270,0,1270,0,0,30,1240,1270,0,0,30,1240
S1A_IW_GRDH_1SDV_20150627T171427_20150627T171452_006562_008BB6_62AA_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150627T171427_20150627T171452_006562_008BB6_62AA_COG.csv.gz,True,,2015,2015-06-27,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150701T053452_20150701T053521_006613_008D1C_BA62_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150701T053452_20150701T053521_006613_008D1C_BA62_COG.csv.gz,True,,2015,2015-07-01,descending,66,sentinel-1a,2819,False,1,True,2819,0,2819,0,0,0,2819,2819,0,0,0,2819
S1A_IW_GRDH_1SDV_20150701T053521_20150701T053546_006613_008D1C_4F50_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150701T053521_20150701T053546_006613_008D1C_4F50_COG.csv.gz,True,,2015,2015-07-01,descending,66,sentinel-1a,1512,False,1,True,1512,0,1512,0,0,0,1512,1512,0,0,0,1512
S1A_IW_GRDH_1SDV_20150702T172241_20150702T172306_006635_008DA4_BB6D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150702T172241_20150702T172306_006635_008DA4_BB6D_COG.csv.gz,True,,2015,2015-07-02,ascending,88,sentinel-1a,3870,False,1,True,3870,0,3870,0,0,114,3756,3870,0,0,114,3756
S1A_IW_GRDH_1SDV_20150708T052642_20150708T052717_006715_008FD3_506E_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150708T052642_20150708T052717_006715_008FD3_506E_COG.csv.gz,True,,2015,2015-07-08,descending,168,sentinel-1a,2116,False,1,True,2116,0,2116,0,0,7,2109,2116,0,0,10,2106
S1A_IW_GRDH_1SDV_20150709T171426_20150709T171451_006737_009069_C5EF_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150709T171426_20150709T171451_006737_009069_C5EF_COG.csv.gz,True,,2015,2015-07-09,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,7,4324
S1A_IW_GRDH_1SDV_20150713T053452_20150713T053521_006788_0091FF_470D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150713T053452_20150713T053521_006788_0091FF_470D_COG.csv.gz,True,,2015,2015-07-13,descending,66,sentinel-1a,2815,False,1,True,2815,0,2815,0,0,0,2815,2815,0,0,5,2810
S1A_IW_GRDH_1SDV_20150713T053521_20150713T053546_006788_0091FF_45DD_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150713T053521_20150713T053546_006788_0091FF_45DD_COG.csv.gz,True,,2015,2015-07-13,descending,66,sentinel-1a,1516,False,1,True,1516,0,1516,0,0,0,1516,1516,0,0,4,1512
S1A_IW_GRDH_1SDV_20150714T172242_20150714T172307_006810_0092A3_18D0_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150714T172242_20150714T172307_006810_0092A3_18D0_COG.csv.gz,True,,2015,2015-07-14,ascending,88,sentinel-1a,3872,False,1,True,3872,0,3872,0,0,160,3712,3872,0,0,162,3710
S1A_IW_GRDH_1SDV_20150720T052637_20150720T052706_006890_0094E5_8481_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150720T052637_20150720T052706_006890_0094E5_8481_COG.csv.gz,True,,2015,2015-07-20,descending,168,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150720T052706_20150720T052731_006890_0094E5_47E5_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150720T052706_20150720T052731_006890_0094E5_47E5_COG.csv.gz,True,,2015,2015-07-20,descending,168,sentinel-1a,2151,False,1,True,2151,0,2151,0,0,33,2118,2151,0,0,33,2118
S1A_IW_GRDH_1SDV_20150721T171427_20150721T171452_006912_00957B_A420_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150721T171427_20150721T171452_006912_00957B_A420_COG.csv.gz,True,,2015,2015-07-21,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,6,4325
S1A_IW_GRDH_1SDV_20150725T053453_20150725T053522_006963_009700_FC29_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150725T053453_20150725T053522_006963_009700_FC29_COG.csv.gz,True,,2015,2015-07-25,descending,66,sentinel-1a,2816,False,1,True,2816,0,2816,0,0,0,2816,2816,0,0,0,2816
S1A_IW_GRDH_1SDV_20150725T053522_20150725T053547_006963_009700_911F_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150725T053522_20150725T053547_006963_009700_911F_COG.csv.gz,True,,2015,2015-07-25,descending,66,sentinel-1a,1514,False,1,True,1514,0,1514,0,0,0,1514,1514,0,0,1,1513
S1A_IW_GRDH_1SDV_20150726T172242_20150726T172307_006985_009792_1DD8_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150726T172242_20150726T172307_006985_009792_1DD8_COG.csv.gz,True,,2015,2015-07-26,ascending,88,sentinel-1a,3867,False,1,True,3867,0,3867,0,0,159,3708,3867,0,0,161,3706
S1A_IW_GRDH_1SDV_20150801T052643_20150801T052712_007065_0099D0_71BA_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150801T052643_20150801T052712_007065_0099D0_71BA_COG.csv.gz,True,,2015,2015-08-01,descending,168,sentinel-1a,1261,False,1,True,1261,0,1261,0,0,25,1236,1261,0,0,25,1236
S1A_IW_GRDH_1SDV_20150802T171443_20150802T171509_007087_009A61_BC34_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150802T171443_20150802T171509_007087_009A61_BC34_COG.csv.gz,True,,2015,2015-08-02,ascending,15,sentinel-1a,3100,False,1,True,3100,0,3100,0,0,0,3100,3100,0,0,4,3096
S1A_IW_GRDH_1SDV_20150806T053448_20150806T053517_007138_009BD3_9AB9_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150806T053448_20150806T053517_007138_009BD3_9AB9_COG.csv.gz,True,,2015,2015-08-06,descending,66,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150806T053517_20150806T053542_007138_009BD3_F254_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150806T053517_20150806T053542_007138_009BD3_F254_COG.csv.gz,True,,2015,2015-08-06,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,3,4328
S1A_IW_GRDH_1SDV_20150807T172245_20150807T172310_007160_009C69_1064_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150807T172245_20150807T172310_007160_009C69_1064_COG.csv.gz,True,,2015,2015-08-07,ascending,88,sentinel-1a,3861,False,1,True,3861,0,3861,0,0,152,3709,3861,0,0,152,3709
S1A_IW_GRDH_1SDV_20150813T052644_20150813T052713_007240_009E8F_0E9C_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150813T052644_20150813T052713_007240_009E8F_0E9C_COG.csv.gz,True,,2015,2015-08-13,descending,168,sentinel-1a,1259,False,1,True,1259,0,1259,0,0,23,1236,1259,0,0,23,1236
S1A_IW_GRDH_1SDV_20150813T052713_20150813T052738_007240_009E8F_2926_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150813T052713_20150813T052738_007240_009E8F_2926_COG.csv.gz,True,,2015,2015-08-13,descending,168,sentinel-1a,889,False,1,True,889,0,889,0,0,12,877,889,0,0,13,876
S1A_IW_GRDH_1SDV_20150814T171429_20150814T171454_007262_009F26_14CE_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150814T171429_20150814T171454_007262_009F26_14CE_COG.csv.gz,True,,2015,2015-08-14,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,1,4330
S1A_IW_GRDH_1SDV_20150818T053449_20150818T053518_007313_00A098_4D22_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150818T053449_20150818T053518_007313_00A098_4D22_COG.csv.gz,True,,2015,2015-08-18,descending,66,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150818T053518_20150818T053543_007313_00A098_2B61_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150818T053518_20150818T053543_007313_00A098_2B61_COG.csv.gz,True,,2015,2015-08-18,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,1,4330
S1A_IW_GRDH_1SDV_20150819T172246_20150819T172311_007335_00A12A_2900_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150819T172246_20150819T172311_007335_00A12A_2900_COG.csv.gz,True,,2015,2015-08-19,ascending,88,sentinel-1a,3863,False,1,True,3863,0,3863,0,0,152,3711,3863,0,0,156,3707
S1A_IW_GRDH_1SDV_20150825T052645_20150825T052714_007415_00A34E_2F41_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150825T052645_20150825T052714_007415_00A34E_2F41_COG.csv.gz,True,,2015,2015-08-25,descending,168,sentinel-1a,1259,False,1,True,1259,0,1259,0,0,22,1237,1259,0,0,22,1237
S1A_IW_GRDH_1SDV_20150826T171429_20150826T171454_007437_00A3E8_5198_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150826T171429_20150826T171454_007437_00A3E8_5198_COG.csv.gz,True,,2015,2015-08-26,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,1,4330
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.csv.gz,True,,2015,2015-08-30,descending,66,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.csv.gz,True,,2015,2015-08-30,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,0,4331
S1A_IW_GRDH_1SDV_20150831T172246_20150831T172311_007510_00A5F7_FAD4_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150831T172246_20150831T172311_007510_00A5F7_FAD4_COG.csv.gz,True,,2015,2015-08-31,ascending,88,sentinel-1a,3865,False,1,True,3865,0,3865,0,0,152,3713,3865,0,0,152,3713
S1A_IW_GRDH_1SDV_20150906T052645_20150906T052714_007590_00A81D_5CB3_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150906T052645_20150906T052714_007590_00A81D_5CB3_COG.csv.gz,True,,2015,2015-09-06,descending,168,sentinel-1a,1256,False,1,True,1256,0,1256,0,0,21,1235,1256,0,0,21,1235
S1A_IW_GRDH_1SDV_20150907T171430_20150907T171455_007612_00A8B1_49BA_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150907T171430_20150907T171455_007612_00A8B1_49BA_COG.csv.gz,True,,2015,2015-09-07,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,4,4327
S1A_IW_GRDH_1SDV_20150911T053450_20150911T053519_007663_00AA27_A71D_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150911T053450_20150911T053519_007663_00AA27_A71D_COG.csv.gz,True,,2015,2015-09-11,descending,66,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150911T053519_20150911T053544_007663_00AA27_574A_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150911T053519_20150911T053544_007663_00AA27_574A_COG.csv.gz,True,,2015,2015-09-11,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,4,4327
S1A_IW_GRDH_1SDV_20150912T172246_20150912T172311_007685_00AAB1_02BD_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150912T172246_20150912T172311_007685_00AAB1_02BD_COG.csv.gz,True,,2015,2015-09-12,ascending,88,sentinel-1a,3865,False,1,True,3865,0,3865,0,0,152,3713,3865,0,0,152,3713
S1A_IW_GRDH_1SDV_20150918T052645_20150918T052714_007765_00ACC0_513F_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150918T052645_20150918T052714_007765_00ACC0_513F_COG.csv.gz,True,,2015,2015-09-18,descending,168,sentinel-1a,1257,False,1,True,1257,0,1257,0,0,22,1235,1257,0,0,22,1235
S1A_IW_GRDH_1SDV_20150919T171430_20150919T171455_007787_00AD57_3475_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150919T171430_20150919T171455_007787_00AD57_3475_COG.csv.gz,True,,2015,2015-09-19,ascending,15,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,2,4329
S1A_IW_GRDH_1SDV_20150923T053450_20150923T053519_007838_00AEBF_C1A1_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150923T053450_20150923T053519_007838_00AEBF_C1A1_COG.csv.gz,True,,2015,2015-09-23,descending,66,sentinel-1a,0,True,0,True,0,0,0,0,0,0,0,0,0,0,0,0
S1A_IW_GRDH_1SDV_20150923T053519_20150923T053544_007838_00AEBF_4476_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150923T053519_20150923T053544_007838_00AEBF_4476_COG.csv.gz,True,,2015,2015-09-23,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,0,4331,4331,0,0,1,4330
S1A_IW_GRDH_1SDV_20150924T172247_20150924T172312_007860_00AF57_E989_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150924T172247_20150924T172312_007860_00AF57_E989_COG.csv.gz,True,,2015,2015-09-24,ascending,88,sentinel-1a,3863,False,1,True,3863,0,3863,0,0,152,3711,3863,0,0,152,3711
S1A_IW_GRDH_1SDV_20150930T052646_20150930T052715_007940_00B17D_D429_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20150930T052646_20150930T052715_007940_00B17D_D429_COG.csv.gz,True,,2015,2015-09-30,descending,168,sentinel-1a,1257,False,1,True,1257,0,1257,0,0,21,1236,1257,0,0,22,1235
S1A_IW_GRDH_1SDV_20160402T053507_20160402T053532_010638_00FD7A_79D1_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20160402T053507_20160402T053532_010638_00FD7A_79D1_COG.csv.gz,True,,2016,2016-04-02,descending,66,sentinel-1a,4331,False,1,True,4331,0,4331,0,0,2,4329,4331,0,0,22,4309
S1A_IW_GRDH_1SDV_20160403T172232_20160403T172257_010660_00FE19_AAB5_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20160403T172232_20160403T172257_010660_00FE19_AAB5_COG.csv.gz,True,,2016,2016-04-03,ascending,88,sentinel-1a,3138,False,1,True,3138,0,3138,0,0,161,2977,3138,0,0,169,2969
S1A_IW_GRDH_1SDV_20160403T172257_20160403T172322_010660_00FE19_37E9_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20160403T172257_20160403T172322_010660_00FE19_37E9_COG.csv.gz,True,,2016,2016-04-03,ascending,88,sentinel-1a,736,False,1,True,736,0,736,0,0,0,736,736,0,0,0,736
S1A_IW_GRDH_1SDV_20160409T052643_20160409T052708_010740_01007E_0970_COG,outputs\diagnostics\design_c\c2v\scene_checkpoints\primary\S1A_IW_GRDH_1SDV_20160409T052643_20160409T052708_010740_01007E_0970_COG.csv.gz,True,,2016,2016-04-09,descending,168,sentinel-1a,1,False,1,True,1,0,1,0,0,1,0,1,0,0,1,0
