scene_id,year,acquisition_date,orbit_state,relative_orbit,polarization,support_id,lon,lat,vv_image_row,vv_image_col,vv_raster_inside,vv_calibration_support_ok,vv_noise_support_ok,vv_noise_power_eta,vv_noise_range_component,vv_noise_azimuth_component,vv_noise_azimuth_candidate_blocks_n,vh_image_row,vh_image_col,vh_raster_inside,vh_calibration_support_ok,vh_noise_support_ok,vh_noise_power_eta,vh_noise_range_component,vh_noise_azimuth_component,vh_noise_azimuth_candidate_blocks_n
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2171,8.580851745,45.28333171,,,,,,,,,,514.0,10487.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2172,8.604539396,45.28333171,,,,,,,,,,482.0,10305.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2173,8.616383222,45.28333171,,,,,,,,,,466.0,10215.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2174,8.628227048,45.28333171,,,,,,,,,,450.0,10124.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2175,8.640070873,45.28333171,,,,,,,,,,434.0,10033.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2176,8.651914699,45.28333171,,,,,,,,,,417.0,9942.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2177,8.663758525,45.28333171,,,,,,,,,,401.0,9851.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2178,8.675602351,45.28333171,,,,,,,,,,385.0,9761.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2179,8.687446176,45.28333171,,,,,,,,,,369.0,9670.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2180,8.699290002,45.28333171,,,,,,,,,,353.0,9579.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2181,8.711133828,45.28333171,,,,,,,,,,336.0,9488.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2182,8.722977654,45.28333171,,,,,,,,,,320.0,9397.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2183,8.734821479,45.28333171,,,,,,,,,,304.0,9306.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2184,8.746665305,45.28333171,,,,,,,,,,288.0,9216.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2252,8.368892274,45.29166505,,,,,,,,,,710.0,12127.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2253,8.38073784,45.29166505,,,,,,,,,,694.0,12037.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2254,8.392583406,45.29166505,,,,,,,,,,679.0,11946.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2255,8.404428972,45.29166505,,,,,,,,,,663.0,11855.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2256,8.416274538,45.29166505,,,,,,,,,,647.0,11765.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2257,8.428120104,45.29166505,,,,,,,,,,631.0,11674.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2258,8.439965669,45.29166505,,,,,,,,,,615.0,11583.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2259,8.451811235,45.29166505,,,,,,,,,,599.0,11493.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2260,8.463656801,45.29166505,,,,,,,,,,583.0,11402.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2261,8.475502367,45.29166505,,,,,,,,,,567.0,11311.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2262,8.487347933,45.29166505,,,,,,,,,,551.0,11220.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2263,8.499193499,45.29166505,,,,,,,,,,535.0,11130.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2264,8.511039065,45.29166505,,,,,,,,,,519.0,11039.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2265,8.534730196,45.29166505,,,,,,,,,,487.0,10858.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2266,8.546575762,45.29166505,,,,,,,,,,471.0,10767.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2267,8.558421328,45.29166505,,,,,,,,,,455.0,10676.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2268,8.570266894,45.29166505,,,,,,,,,,439.0,10585.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2269,8.605803591,45.29166505,,,,,,,,,,390.0,10313.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2270,8.617649157,45.29166505,,,,,,,,,,374.0,10222.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2271,8.629494723,45.29166505,,,,,,,,,,358.0,10131.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2272,8.641340289,45.29166505,,,,,,,,,,342.0,10041.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2273,8.653185855,45.29166505,,,,,,,,,,326.0,9950.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2274,8.665031421,45.29166505,,,,,,,,,,310.0,9859.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2275,8.676876986,45.29166505,,,,,,,,,,293.0,9768.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2276,8.688722552,45.29166505,,,,,,,,,,277.0,9677.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2277,8.700568118,45.29166505,,,,,,,,,,261.0,9587.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2278,8.712413684,45.29166505,,,,,,,,,,245.0,9496.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2279,8.72425925,45.29166505,,,,,,,,,,228.0,9405.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2280,8.736104816,45.29166505,,,,,,,,,,212.0,9314.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2281,8.747950382,45.29166505,,,,,,,,,,196.0,9223.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2341,8.299038365,45.29999838,,,,,,,,,,714.0,12679.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2342,8.310885672,45.29999838,,,,,,,,,,698.0,12588.0,True,True,False,,,,
S1C_IW_GRDH_1SDV_20250421T053447_20250421T053516_001987_003FE6_9043_COG,2025,2025-04-21,descending,66,VH,RFIT_2343,8.322732979,45.29999838,,,,,,,,,,682.0,12497.0,True,True,False,,,,
